shop_name_1,product_name_1,brand_1,shop_name_2,product_name_2,brand_2,verdict
Tjin's Toko,"Pearl River Bridge Pearl River Bridge Dark Soy Sauce, 150ml",PEARL RIVER BRIDGE,Toko Gembira,Light Soy Sauce 150 ml Pearl River Bridge,PEARL RIVER BRIDGE,DIFFERENT
Tjin's Toko,"Pearl River Bridge Pearl River Bridge Light Soy Sauce, 150ml",PEARL RIVER BRIDGE,Toko Gembira,mushroom dark soy sauce 150ml pearl river bridge,PEARL RIVER BRIDGE,DIFFERENT
Tjin's Toko,"Pearl River Bridge Pearl River Bridge Light Soy Sauce, 500ml",PEARL RIVER BRIDGE,Toko Gembira,Dark Soy Sauce 500ml - Pearl River Bridge,PEARL RIVER BRIDGE,DIFFERENT
Tjin's Toko,"Pearl River Bridge Pearl River Bridge Mushroom Soy Sauce, 150ml",PEARL RIVER BRIDGE,Toko Gembira,Light Soy Sauce 150 ml Pearl River Bridge,PEARL RIVER BRIDGE,DIFFERENT
Tjin's Toko,"Pearl River Bridge Pearl River Bridge Mushroom Soy Sauce, 500ml",PEARL RIVER BRIDGE,Toko Gembira,Dark Soy Sauce 500ml - Pearl River Bridge,PEARL RIVER BRIDGE,DIFFERENT
Tjin's Toko,"Pearl River Bridge Pearl River Bridge Soy Sauce Gold Label, 500ml",PEARL RIVER BRIDGE,Toko Gembira,Dark Soy Sauce 500ml - Pearl River Bridge,PEARL RIVER BRIDGE,DIFFERENT
Tjin's Toko,"Sempio Sempio Soy Sauce Naturally Brewed 501, 500ml",SEMPIO,Toko Asia,SEMPIO SOY SAUCE SALT PET 500ML,SEMPIO,SAME
Tjin's Toko,"Sempio Sempio Soy Sauce Rich &amp; Mellow Jin S, 500ml",SEMPIO,Toko Asia,SEMPIO SOY SAUCE SALT PET 500ML,SEMPIO,SAME
Tjin's Toko,"Silver Swan Silver Swan Soy Sauce, 1L",SILVER SWAN,Toko Gembira,Silver Swan soy sauce 1L,SILVER SWAN,SAME
Tjin's Toko,"Yamasa Yamasa Soy Sauce, 1L",YAMASA,Toko Asia,YAMASA SOJASAUS FANCY 1LITER,YAMASA,SAME
Tjin's Toko,"Yamasa Yamasa Soy Sauce, 1L",YAMASA,Toko Gembira,Yamasa Soy Sauce 1 liter,YAMASA,SAME
Toko Asia,KIKKOMAN BIO SOJASAUCE 150 ML,KIKKOMAN,Toko Gembira,Tamari Gluten Free Soy Sauce 150ml - Kikkoman,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN BIO SOJASAUCE 150 ML,KIKKOMAN,Toko Gembira,Soy Sauce 150ml less salt Kikkoman,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN GLUTEN FREE SOJASAUS TAMARI 150ML,KIKKOMAN,Toko Gembira,Tamari Gluten Free Soy Sauce 150ml - Kikkoman,KIKKOMAN,SAME
Toko Asia,KIKKOMAN GLUTEN FREE SOJASAUS TAMARI 150ML,KIKKOMAN,Toko Gembira,Soy Sauce 150ml less salt Kikkoman,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN LESS SALT SOY SAUCE 150 ML,KIKKOMAN,Toko Gembira,Tamari Gluten Free Soy Sauce 150ml - Kikkoman,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN LESS SALT SOY SAUCE 150 ML,KIKKOMAN,Toko Gembira,Soy Sauce 150ml less salt Kikkoman,KIKKOMAN,SAME
Toko Asia,KIKKOMAN PONZU LEMON SOY SAUCE 250 ML,KIKKOMAN,Toko Gembira,Kikkoman Soja saus 250ml less salt,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN SOY SAUCE 1 LITER,KIKKOMAN,Toko Gembira,Kikkoman Soja Saus 1 liter less salt,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN SOY SAUCE 1 LITER,KIKKOMAN,Toko Gembira,Kikkoman sojasaus 1 L,KIKKOMAN,SAME
Toko Asia,KIKKOMAN SOY SAUCE 250 ML,KIKKOMAN,Toko Gembira,Kikkoman Soja saus 250ml less salt,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN SOY SAUCE 500 ML,KIKKOMAN,Toko Gembira,Kikkoman Sojasaus 500 ml,KIKKOMAN,SAME
Toko Asia,KIKKOMAN SOY SAUCE GLUTEN FREE TAMARI 1LITER,KIKKOMAN,Toko Gembira,Kikkoman Soja Saus 1 liter less salt,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN SOY SAUCE GLUTEN FREE TAMARI 1LITER,KIKKOMAN,Toko Gembira,Kikkoman sojasaus 1 L,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN SOY SAUCE TAFELFLES 150 ML,KIKKOMAN,Toko Gembira,Tamari Gluten Free Soy Sauce 150ml - Kikkoman,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN SOY SAUCE TAFELFLES 150 ML,KIKKOMAN,Toko Gembira,Soy Sauce 150ml less salt Kikkoman,KIKKOMAN,DIFFERENT
Toko Asia,KIKKOMAN TAMARI SOY SAUCE 250 ML,KIKKOMAN,Toko Gembira,Kikkoman Soja saus 250ml less salt,KIKKOMAN,DIFFERENT
Toko Asia,MEE CHUN BEST SOY SAUCE 250 ML,MEE CHUN,Toko Gembira,Soy Sauce 250ml Mee Chun,MEE CHUN,SAME
Toko Asia,YAMASA SOJASAUS FANCY 1LITER,YAMASA,Toko Gembira,Yamasa Soy Sauce 1 liter,YAMASA,SAME
